x,y,width,height,density
760000,10000,10000,10000,0.0
770000,10000,10000,10000,0.0
780000,10000,10000,10000,0.0
790000,10000,10000,10000,0.0
800000,10000,10000,10000,0.0
810000,10000,10000,10000,0.0
820000,10000,10000,10000,0.0
830000,10000,10000,10000,0.0
840000,10000,10000,10000,0.0
850000,10000,10000,10000,0.0
860000,10000,10000,10000,0.0
870000,10000,10000,10000,0.0
880000,10000,10000,10000,0.0
890000,10000,10000,10000,0.0
900000,10000,10000,10000,0.0
910000,10000,10000,10000,0.0
920000,10000,10000,10000,0.0
930000,10000,10000,10000,0.0
940000,10000,10000,10000,0.0
950000,10000,10000,10000,0.0
960000,10000,10000,10000,0.0
970000,10000,10000,10000,0.0
980000,10000,10000,10000,0.0
990000,10000,10000,10000,0.0
1000000,10000,10000,10000,0.0
1010000,10000,10000,10000,0.0
1020000,10000,10000,10000,0.0
1030000,10000,10000,10000,0.0
1040000,10000,10000,10000,0.0
1050000,10000,10000,10000,0.0
1060000,10000,10000,10000,0.0
1070000,10000,10000,10000,0.0
1080000,10000,10000,10000,0.0
1090000,10000,10000,10000,0.0
1100000,10000,10000,10000,0.0
1110000,10000,10000,10000,0.0
1120000,10000,10000,10000,0.0
1130000,10000,10000,10000,0.0
1140000,10000,10000,10000,0.0
1150000,10000,10000,10000,0.0
1160000,10000,10000,10000,0.0
1170000,10000,10000,10000,0.0
1180000,10000,10000,10000,0.0
1190000,10000,10000,10000,0.0
1200000,10000,10000,10000,0.0
1210000,10000,10000,10000,0.0
1220000,10000,10000,10000,0.0
1230000,10000,10000,10000,0.0
1240000,10000,10000,10000,0.0
1250000,10000,10000,10000,0.0
1260000,10000,10000,10000,0.0
1270000,10000,10000,10000,0.0
1280000,10000,10000,10000,0.0
1290000,10000,10000,10000,0.0
1300000,10000,10000,10000,0.0
1310000,10000,10000,10000,0.0
1320000,10000,10000,10000,0.0
1330000,10000,10000,10000,0.0
1340000,10000,10000,10000,0.0
1350000,10000,10000,10000,0.0
1360000,10000,10000,10000,0.0
1370000,10000,10000,10000,0.0
1380000,10000,10000,10000,0.0
1390000,10000,10000,10000,0.0
1400000,10000,10000,10000,0.0
1410000,10000,10000,10000,0.0
1420000,10000,10000,10000,0.0
1430000,10000,10000,10000,0.0
1440000,10000,10000,10000,0.0
1450000,10000,10000,10000,0.0
1460000,10000,10000,10000,0.0
1470000,10000,10000,10000,0.0
1480000,10000,10000,10000,0.0
1490000,10000,10000,10000,0.0
0,20000,10000,10000,0.0
10000,20000,10000,10000,0.0
20000,20000,10000,10000,0.0
30000,20000,10000,10000,0.0
40000,20000,10000,10000,0.0
50000,20000,10000,10000,0.0
60000,20000,10000,10000,0.0
70000,20000,10000,10000,0.0
80000,20000,10000,10000,0.0
90000,20000,10000,10000,0.0
100000,20000,10000,10000,0.0
110000,20000,10000,10000,0.0
120000,20000,10000,10000,0.0
130000,20000,10000,10000,0.0
140000,20000,10000,10000,0.0
150000,20000,10000,10000,0.0
160000,20000,10000,10000,0.0
170000,20000,10000,10000,0.0
180000,20000,10000,10000,0.0
190000,20000,10000,10000,0.0
200000,20000,10000,10000,0.0
210000,20000,10000,10000,0.0
220000,20000,10000,10000,0.0
230000,20000,10000,10000,0.0
240000,20000,10000,10000,0.0
250000,20000,10000,10000,0.0
260000,20000,10000,10000,0.0
270000,20000,10000,10000,0.0
280000,20000,10000,10000,0.0
290000,20000,10000,10000,0.0
300000,20000,10000,10000,0.0
310000,20000,10000,10000,0.0
320000,20000,10000,10000,0.0
330000,20000,10000,10000,0.0
340000,20000,10000,10000,0.0
350000,20000,10000,10000,0.0
360000,20000,10000,10000,0.0
370000,20000,10000,10000,0.0
380000,20000,10000,10000,0.0
390000,20000,10000,10000,0.0
400000,20000,10000,10000,0.0
410000,20000,10000,10000,0.0
420000,20000,10000,10000,0.0
430000,20000,10000,10000,0.0
440000,20000,10000,10000,0.0
450000,20000,10000,10000,0.0
460000,20000,10000,10000,0.0
470000,20000,10000,10000,0.0
480000,20000,10000,10000,0.0
490000,20000,10000,10000,0.0
500000,20000,10000,10000,0.0
510000,20000,10000,10000,0.0
520000,20000,10000,10000,0.0
530000,20000,10000,10000,0.0
540000,20000,10000,10000,0.0
550000,20000,10000,10000,0.0
560000,20000,10000,10000,0.0
570000,20000,10000,10000,0.0
580000,20000,10000,10000,0.0
590000,20000,10000,10000,0.0
600000,20000,10000,10000,0.0
610000,20000,10000,10000,0.0
620000,20000,10000,10000,0.0
630000,20000,10000,10000,0.0
640000,20000,10000,10000,0.0
650000,20000,10000,10000,0.0
660000,20000,10000,10000,0.0
670000,20000,10000,10000,0.0
680000,20000,10000,10000,0.0
690000,20000,10000,10000,0.0
700000,20000,10000,10000,0.0
710000,20000,10000,10000,0.0
720000,20000,10000,10000,0.0
730000,20000,10000,10000,0.0
740000,20000,10000,10000,0.0
750000,20000,10000,10000,0.0
760000,20000,10000,10000,0.0
770000,20000,10000,10000,0.0
780000,20000,10000,10000,0.0
790000,20000,10000,10000,0.0
800000,20000,10000,10000,5.6000000000000005
810000,20000,10000,10000,0.0
820000,20000,10000,10000,0.0
830000,20000,10000,10000,0.0
840000,20000,10000,10000,2.0
850000,20000,10000,10000,22.400000000000002
860000,20000,10000,10000,56.39999999999999
870000,20000,10000,10000,77.2
880000,20000,10000,10000,76.4
890000,20000,10000,10000,73.2
900000,20000,10000,10000,77.2
910000,20000,10000,10000,75.2
920000,20000,10000,10000,76.8
930000,20000,10000,10000,75.2
940000,20000,10000,10000,70.39999999999999
950000,20000,10000,10000,70.39999999999999
960000,20000,10000,10000,72.0
970000,20000,10000,10000,36.8
980000,20000,10000,10000,15.2
990000,20000,10000,10000,8.0
1000000,20000,10000,10000,11.200000000000001
1010000,20000,10000,10000,18.8
1020000,20000,10000,10000,66.0
1030000,20000,10000,10000,72.8
1040000,20000,10000,10000,69.19999999999999
1050000,20000,10000,10000,72.0
1060000,20000,10000,10000,70.8
1070000,20000,10000,10000,77.2
1080000,20000,10000,10000,77.2
1090000,20000,10000,10000,68.4
1100000,20000,10000,10000,73.6
1110000,20000,10000,10000,79.2
1120000,20000,10000,10000,75.2
1130000,20000,10000,10000,59.599999999999994
1140000,20000,10000,10000,69.6
1150000,20000,10000,10000,55.60000000000001
1160000,20000,10000,10000,55.60000000000001
1170000,20000,10000,10000,38.4
1180000,20000,10000,10000,25.6
1190000,20000,10000,10000,15.2
1200000,20000,10000,10000,0.8
1210000,20000,10000,10000,0.0
1220000,20000,10000,10000,4.8
1230000,20000,10000,10000,9.6
1240000,20000,10000,10000,0.0
1250000,20000,10000,10000,0.0
1260000,20000,10000,10000,1.6
1270000,20000,10000,10000,0.8
1280000,20000,10000,10000,14.399999999999999
1290000,20000,10000,10000,0.0
1300000,20000,10000,10000,0.8
1310000,20000,10000,10000,0.0
1320000,20000,10000,10000,0.0
1330000,20000,10000,10000,0.0
1340000,20000,10000,10000,0.0
1350000,20000,10000,10000,0.0
1360000,20000,10000,10000,0.0
1370000,20000,10000,10000,0.0
1380000,20000,10000,10000,0.0
1390000,20000,10000,10000,0.0
1400000,20000,10000,10000,0.0
1410000,20000,10000,10000,0.0
1420000,20000,10000,10000,0.0
1430000,20000,10000,10000,0.0
1440000,20000,10000,10000,0.0
1450000,20000,10000,10000,0.0
1460000,20000,10000,10000,0.0
1470000,20000,10000,10000,0.0
1480000,20000,10000,10000,0.0
1490000,20000,10000,10000,0.0
0,30000,10000,10000,0.0
10000,30000,10000,10000,0.0
20000,30000,10000,10000,0.0
30000,30000,10000,10000,0.0
40000,30000,10000,10000,0.0
50000,30000,10000,10000,0.0
60000,30000,10000,10000,0.0
70000,30000,10000,10000,0.0
80000,30000,10000,10000,0.0
90000,30000,10000,10000,0.0
100000,30000,10000,10000,0.0
110000,30000,10000,10000,0.0
120000,30000,10000,10000,0.0
130000,30000,10000,10000,0.0
140000,30000,10000,10000,0.0
150000,30000,10000,10000,0.0
160000,30000,10000,10000,0.0
170000,30000,10000,10000,0.0
180000,30000,10000,10000,0.0
190000,30000,10000,10000,0.0
200000,30000,10000,10000,0.0
210000,30000,10000,10000,0.0
220000,30000,10000,10000,0.0
230000,30000,10000,10000,0.0
240000,30000,10000,10000,0.0
250000,30000,10000,10000,0.0
260000,30000,10000,10000,0.0
270000,30000,10000,10000,0.0
280000,30000,10000,10000,0.0
290000,30000,10000,10000,0.0
300000,30000,10000,10000,0.0
310000,30000,10000,10000,0.0
320000,30000,10000,10000,0.0
330000,30000,10000,10000,0.0
340000,30000,10000,10000,0.0
350000,30000,10000,10000,0.0
360000,30000,10000,10000,0.0
370000,30000,10000,10000,0.0
380000,30000,10000,10000,0.0
390000,30000,10000,10000,0.0
400000,30000,10000,10000,0.0
410000,30000,10000,10000,0.0
420000,30000,10000,10000,0.0
430000,30000,10000,10000,0.0
440000,30000,10000,10000,0.0
450000,30000,10000,10000,0.0
460000,30000,10000,10000,0.0
470000,30000,10000,10000,0.0
480000,30000,10000,10000,0.0
490000,30000,10000,10000,0.0
500000,30000,10000,10000,0.0
510000,30000,10000,10000,0.0
520000,30000,10000,10000,0.0
530000,30000,10000,10000,0.0
540000,30000,10000,10000,0.0
550000,30000,10000,10000,0.0
560000,30000,10000,10000,0.0
570000,30000,10000,10000,0.0
580000,30000,10000,10000,0.0
590000,30000,10000,10000,0.0
600000,30000,10000,10000,0.0
610000,30000,10000,10000,0.0
620000,30000,10000,10000,0.0
630000,30000,10000,10000,0.0
640000,30000,10000,10000,0.0
650000,30000,10000,10000,0.0
660000,30000,10000,10000,0.0
670000,30000,10000,10000,0.0
680000,30000,10000,10000,0.0
690000,30000,10000,10000,0.0
700000,30000,10000,10000,0.0
710000,30000,10000,10000,0.0
720000,30000,10000,10000,0.0
730000,30000,10000,10000,0.0
740000,30000,10000,10000,0.0
750000,30000,10000,10000,0.0
760000,30000,10000,10000,0.0
770000,30000,10000,10000,0.0
780000,30000,10000,10000,0.0
790000,30000,10000,10000,0.0
800000,30000,10000,10000,0.0
810000,30000,10000,10000,0.0
820000,30000,10000,10000,0.0
830000,30000,10000,10000,2.4
840000,30000,10000,10000,0.8
850000,30000,10000,10000,1.6
860000,30000,10000,10000,19.6
870000,30000,10000,10000,90.8
880000,30000,10000,10000,94.39999999999999
890000,30000,10000,10000,97.6
900000,30000,10000,10000,97.2
910000,30000,10000,10000,97.2
920000,30000,10000,10000,99.6
930000,30000,10000,10000,98.8
940000,30000,10000,10000,95.6
950000,30000,10000,10000,95.19999999999999
960000,30000,10000,10000,96.0
970000,30000,10000,10000,92.4
980000,30000,10000,10000,38.4
990000,30000,10000,10000,30.8
1000000,30000,10000,10000,45.6
1010000,30000,10000,10000,17.2
1020000,30000,10000,10000,69.19999999999999
1030000,30000,10000,10000,90.8
1040000,30000,10000,10000,96.8
1050000,30000,10000,10000,98.8
1060000,30000,10000,10000,97.2
1070000,30000,10000,10000,100.0
1080000,30000,10000,10000,90.4
1090000,30000,10000,10000,85.2
1100000,30000,10000,10000,92.4
1110000,30000,10000,10000,91.60000000000001
1120000,30000,10000,10000,92.80000000000001
1130000,30000,10000,10000,90.0
1140000,30000,10000,10000,91.2
1150000,30000,10000,10000,98.0
1160000,30000,10000,10000,94.0
1170000,30000,10000,10000,96.8
1180000,30000,10000,10000,92.4
1190000,30000,10000,10000,88.0
1200000,30000,10000,10000,30.8
1210000,30000,10000,10000,3.2
1220000,30000,10000,10000,28.4
1230000,30000,10000,10000,2.8000000000000003
1240000,30000,10000,10000,0.0
1250000,30000,10000,10000,15.2
1260000,30000,10000,10000,11.200000000000001
1270000,30000,10000,10000,8.4
1280000,30000,10000,10000,26.8
1290000,30000,10000,10000,5.6000000000000005
1300000,30000,10000,10000,0.0
1310000,30000,10000,10000,0.0
1320000,30000,10000,10000,0.0
1330000,30000,10000,10000,0.0
1340000,30000,10000,10000,0.0
1350000,30000,10000,10000,0.0
1360000,30000,10000,10000,0.0
1370000,30000,10000,10000,1.6
1380000,30000,10000,10000,0.0
1390000,30000,10000,10000,0.0
1400000,30000,10000,10000,0.0
1410000,30000,10000,10000,0.0
1420000,30000,10000,10000,0.0
1430000,30000,10000,10000,0.0
1440000,30000,10000,10000,0.0
1450000,30000,10000,10000,0.0
1460000,30000,10000,10000,0.0
1470000,30000,10000,10000,0.0
1480000,30000,10000,10000,0.0
1490000,30000,10000,10000,0.0
0,40000,10000,10000,0.0
10000,40000,10000,10000,0.0
20000,40000,10000,10000,0.0
30000,40000,10000,10000,0.0
40000,40000,10000,10000,0.0
50000,40000,10000,10000,0.0
60000,40000,10000,10000,0.0
70000,40000,10000,10000,0.0
80000,40000,10000,10000,0.0
90000,40000,10000,10000,0.0
100000,40000,10000,10000,0.0
110000,40000,10000,10000,0.0
120000,40000,10000,10000,0.0
130000,40000,10000,10000,0.0
140000,40000,10000,10000,0.0
150000,40000,10000,10000,0.0
160000,40000,10000,10000,0.0
170000,40000,10000,10000,0.0
180000,40000,10000,10000,0.0
190000,40000,10000,10000,0.0
200000,40000,10000,10000,0.0
210000,40000,10000,10000,0.0
220000,40000,10000,10000,0.0
230000,40000,10000,10000,0.0
240000,40000,10000,10000,0.0
250000,40000,10000,10000,0.0
260000,40000,10000,10000,0.0
270000,40000,10000,10000,0.0
280000,40000,10000,10000,0.0
290000,40000,10000,10000,0.0
300000,40000,10000,10000,0.0
310000,40000,10000,10000,0.0
320000,40000,10000,10000,0.0
330000,40000,10000,10000,0.0
340000,40000,10000,10000,0.0
350000,40000,10000,10000,0.0
360000,40000,10000,10000,0.0
370000,40000,10000,10000,0.0
380000,40000,10000,10000,0.0
390000,40000,10000,10000,0.0
400000,40000,10000,10000,0.0
410000,40000,10000,10000,0.0
420000,40000,10000,10000,0.0
430000,40000,10000,10000,0.0
440000,40000,10000,10000,0.0
450000,40000,10000,10000,0.0
460000,40000,10000,10000,0.0
470000,40000,10000,10000,0.0
480000,40000,10000,10000,0.0
490000,40000,10000,10000,0.0
500000,40000,10000,10000,0.0
510000,40000,10000,10000,0.0
520000,40000,10000,10000,0.0
530000,40000,10000,10000,0.0
540000,40000,10000,10000,0.0
550000,40000,10000,10000,0.0
560000,40000,10000,10000,0.0
570000,40000,10000,10000,0.0
580000,40000,10000,10000,0.0
590000,40000,10000,10000,0.0
600000,40000,10000,10000,0.0
610000,40000,10000,10000,0.0
620000,40000,10000,10000,0.0
630000,40000,10000,10000,0.0
640000,40000,10000,10000,0.0
650000,40000,10000,10000,0.0
660000,40000,10000,10000,0.0
670000,40000,10000,10000,0.0
680000,40000,10000,10000,0.0
690000,40000,10000,10000,0.0
700000,40000,10000,10000,0.0
710000,40000,10000,10000,0.0
720000,40000,10000,10000,0.0
730000,40000,10000,10000,0.0
740000,40000,10000,10000,0.0
750000,40000,10000,10000,0.0
760000,40000,10000,10000,0.0
770000,40000,10000,10000,0.0
780000,40000,10000,10000,0.0
790000,40000,10000,10000,0.0
800000,40000,10000,10000,11.600000000000001
810000,40000,10000,10000,14.799999999999999
820000,40000,10000,10000,0.0
830000,40000,10000,10000,6.4
840000,40000,10000,10000,0.0
850000,40000,10000,10000,1.6
860000,40000,10000,10000,10.4
870000,40000,10000,10000,45.6
880000,40000,10000,10000,81.6
890000,40000,10000,10000,96.39999999999999
900000,40000,10000,10000,96.39999999999999
910000,40000,10000,10000,99.6
920000,40000,10000,10000,96.0
930000,40000,10000,10000,96.39999999999999
940000,40000,10000,10000,95.19999999999999
950000,40000,10000,10000,95.19999999999999
960000,40000,10000,10000,65.2
970000,40000,10000,10000,41.199999999999996
980000,40000,10000,10000,14.399999999999999
990000,40000,10000,10000,8.799999999999999
1000000,40000,10000,10000,18.4
1010000,40000,10000,10000,5.6000000000000005
1020000,40000,10000,10000,3.2
1030000,40000,10000,10000,4.3999999999999995
1040000,40000,10000,10000,12.4
1050000,40000,10000,10000,29.599999999999998
1060000,40000,10000,10000,62.4
1070000,40000,10000,10000,57.199999999999996
1080000,40000,10000,10000,47.199999999999996
1090000,40000,10000,10000,49.6
1100000,40000,10000,10000,54.0
1110000,40000,10000,10000,91.60000000000001
1120000,40000,10000,10000,83.2
1130000,40000,10000,10000,93.60000000000001
1140000,40000,10000,10000,90.4
1150000,40000,10000,10000,89.2
1160000,40000,10000,10000,98.8
1170000,40000,10000,10000,96.0
1180000,40000,10000,10000,92.4
1190000,40000,10000,10000,92.0
1200000,40000,10000,10000,82.0
1210000,40000,10000,10000,1.2
1220000,40000,10000,10000,4.8
1230000,40000,10000,10000,3.2
1240000,40000,10000,10000,1.6
1250000,40000,10000,10000,7.199999999999999
1260000,40000,10000,10000,5.6000000000000005
1270000,40000,10000,10000,0.8
1280000,40000,10000,10000,26.8
1290000,40000,10000,10000,13.200000000000001
1300000,40000,10000,10000,1.6
1310000,40000,10000,10000,14.799999999999999
1320000,40000,10000,10000,5.2
1330000,40000,10000,10000,0.0
1340000,40000,10000,10000,0.8
1350000,40000,10000,10000,0.0
1360000,40000,10000,10000,0.0
1370000,40000,10000,10000,0.8
1380000,40000,10000,10000,1.6
1390000,40000,10000,10000,1.6
1400000,40000,10000,10000,0.0
1410000,40000,10000,10000,0.0
1420000,40000,10000,10000,0.8
1430000,40000,10000,10000,0.0
1440000,40000,10000,10000,0.0
1450000,40000,10000,10000,0.0
1460000,40000,10000,10000,0.0
1470000,40000,10000,10000,0.0
1480000,40000,10000,10000,0.0
1490000,40000,10000,10000,0.8
0,50000,10000,10000,0.0
10000,50000,10000,10000,0.0
20000,50000,10000,10000,0.0
30000,50000,10000,10000,0.0
40000,50000,10000,10000,0.0
50000,50000,10000,10000,0.0
60000,50000,10000,10000,0.0
70000,50000,10000,10000,0.0
80000,50000,10000,10000,0.0
90000,50000,10000,10000,0.0
100000,50000,10000,10000,0.0
110000,50000,10000,10000,0.0
120000,50000,10000,10000,0.0
130000,50000,10000,10000,0.0
140000,50000,10000,10000,0.0
150000,50000,10000,10000,0.0
160000,50000,10000,10000,0.0
170000,50000,10000,10000,0.0
180000,50000,10000,10000,0.0
190000,50000,10000,10000,0.0
200000,50000,10000,10000,0.0
210000,50000,10000,10000,0.0
220000,50000,10000,10000,0.0
230000,50000,10000,10000,0.0
240000,50000,10000,10000,0.0
250000,50000,10000,10000,0.0
260000,50000,10000,10000,0.0
270000,50000,10000,10000,0.0
280000,50000,10000,10000,0.0
290000,50000,10000,10000,0.0
300000,50000,10000,10000,0.0
310000,50000,10000,10000,0.0
320000,50000,10000,10000,0.0
330000,50000,10000,10000,0.0
340000,50000,10000,10000,0.0
350000,50000,10000,10000,0.0
360000,50000,10000,10000,0.0
370000,50000,10000,10000,0.0
380000,50000,10000,10000,0.0
390000,50000,10000,10000,0.0
400000,50000,10000,10000,0.0
410000,50000,10000,10000,0.0
420000,50000,10000,10000,0.0
430000,50000,10000,10000,0.0
440000,50000,10000,10000,0.0
450000,50000,10000,10000,0.0
460000,50000,10000,10000,0.0
470000,50000,10000,10000,0.0
480000,50000,10000,10000,0.0
490000,50000,10000,10000,0.0
500000,50000,10000,10000,0.0
510000,50000,10000,10000,0.0
520000,50000,10000,10000,0.0
530000,50000,10000,10000,0.0
540000,50000,10000,10000,0.0
550000,50000,10000,10000,0.0
560000,50000,10000,10000,0.0
570000,50000,10000,10000,0.0
580000,50000,10000,10000,0.0
590000,50000,10000,10000,0.0
600000,50000,10000,10000,0.0
610000,50000,10000,10000,0.0
620000,50000,10000,10000,0.0
630000,50000,10000,10000,0.0
640000,50000,10000,10000,0.0
650000,50000,10000,10000,0.0
660000,50000,10000,10000,0.0
670000,50000,10000,10000,0.0
680000,50000,10000,10000,0.0
690000,50000,10000,10000,0.0
700000,50000,10000,10000,0.0
710000,50000,10000,10000,0.0
720000,50000,10000,10000,0.0
730000,50000,10000,10000,0.0
740000,50000,10000,10000,0.0
750000,50000,10000,10000,0.0
760000,50000,10000,10000,0.0
770000,50000,10000,10000,0.0
780000,50000,10000,10000,0.0
790000,50000,10000,10000,0.0
800000,50000,10000,10000,7.6
810000,50000,10000,10000,13.200000000000001
820000,50000,10000,10000,0.8
830000,50000,10000,10000,0.8
840000,50000,10000,10000,0.8
850000,50000,10000,10000,0.0
860000,50000,10000,10000,1.6
870000,50000,10000,10000,7.199999999999999
880000,50000,10000,10000,4.8
890000,50000,10000,10000,21.2
900000,50000,10000,10000,55.60000000000001
910000,50000,10000,10000,60.8
920000,50000,10000,10000,55.2
930000,50000,10000,10000,60.4
940000,50000,10000,10000,39.2
950000,50000,10000,10000,28.000000000000004
960000,50000,10000,10000,6.800000000000001
970000,50000,10000,10000,0.0
980000,50000,10000,10000,0.0
990000,50000,10000,10000,0.0
1000000,50000,10000,10000,2.4
1010000,50000,10000,10000,3.2
1020000,50000,10000,10000,8.0
1030000,50000,10000,10000,49.2
1040000,50000,10000,10000,81.2
